product_name,brand,category,review_text,rating,sentiment,skin_type,review_date,price_range,verified_purchase
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Dry,24-05-2024,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Combination,31-03-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,2,Negative,Dry,20-11-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Normal,01-07-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,1,Negative,Oily,26-02-2024,Low,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,4,Positive,Oily,16-02-2024,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Sensitive,18-05-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,5,Positive,Sensitive,22-06-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,1,Negative,Oily,09-08-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not bad but takes time to show effect,3,Neutral,Sensitive,16-09-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Normal,29-12-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",4,Positive,Normal,17-01-2024,Low,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,5,Positive,Dry,27-12-2023,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,1,Negative,Oily,22-04-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,4,Positive,Sensitive,16-02-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Oily,18-10-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,1,Negative,Combination,04-11-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Average results, expected more",3,Neutral,Combination,10-02-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Combination,20-11-2023,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,2,Negative,Sensitive,09-06-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,4,Positive,Sensitive,31-01-2024,Low,Yes
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,5,Positive,Combination,23-07-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not bad but takes time to show effect,3,Neutral,Combination,09-03-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Sensitive,04-10-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,4,Positive,Dry,02-09-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Not worth the money,1,Negative,Combination,28-02-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,"Average results, expected more",3,Neutral,Sensitive,29-04-2024,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Dry,25-04-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Sensitive,03-06-2023,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,2,Negative,Dry,15-12-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Dry,27-02-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,Very disappointing product,2,Negative,Oily,16-04-2023,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,1,Negative,Combination,15-02-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Oily,18-06-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Average results, expected more",3,Neutral,Dry,25-11-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,"Product is okay, nothing special",3,Neutral,Normal,23-11-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,2,Negative,Dry,08-10-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Normal,15-04-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,5,Positive,Combination,05-10-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,2,Negative,Dry,14-03-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Sensitive,21-02-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Oily,28-01-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Dry,23-12-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Combination,17-04-2024,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Normal,15-05-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Combination,02-12-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,2,Negative,Dry,31-05-2024,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,2,Negative,Combination,18-03-2024,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Oily,02-05-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Dry,17-10-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Normal,16-04-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Oily,22-03-2024,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Normal,28-02-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Dry,09-05-2023,High,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Normal,18-03-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Dry,27-06-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Normal,03-09-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,1,Negative,Sensitive,30-06-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,5,Positive,Oily,03-12-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,1,Negative,Oily,11-08-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Dry,09-04-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Sensitive,20-07-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Combination,22-03-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Caused irritation and redness,1,Negative,Normal,07-06-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,1,Negative,Combination,17-07-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Oily,31-05-2024,Low,No
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Normal,08-02-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,4,Positive,Sensitive,13-07-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,2,Negative,Dry,23-07-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,2,Negative,Combination,12-06-2024,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,1,Negative,Oily,28-05-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Dry,20-10-2023,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,4,Positive,Normal,04-07-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,5,Positive,Sensitive,29-01-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Normal,08-01-2022,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Sensitive,14-07-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Sensitive,23-12-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",4,Positive,Oily,26-05-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Caused irritation and redness,1,Negative,Normal,17-09-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,1,Negative,Normal,28-03-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Normal,08-03-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",5,Positive,Sensitive,11-08-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Combination,21-06-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Combination,04-03-2022,Low,No
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,5,Positive,Oily,04-11-2023,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Sensitive,26-03-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Combination,16-05-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Oily,11-09-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Combination,07-04-2024,High,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Dry,29-03-2024,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Normal,21-04-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,4,Positive,Dry,08-11-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Combination,25-02-2022,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,2,Negative,Sensitive,13-02-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",5,Positive,Dry,24-01-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,2,Negative,Normal,10-06-2024,Low,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,4,Positive,Sensitive,26-11-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,1,Negative,Normal,15-10-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Combination,04-10-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Sensitive,18-04-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,5,Positive,Combination,25-11-2023,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,1,Negative,Oily,01-05-2024,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Normal,17-04-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,"Product is okay, nothing special",3,Neutral,Combination,17-07-2022,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,1,Negative,Oily,01-09-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,1,Negative,Oily,26-05-2024,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Oily,14-12-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,4,Positive,Oily,17-10-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not bad but takes time to show effect,3,Neutral,Combination,15-06-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,4,Positive,Sensitive,07-12-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,2,Negative,Sensitive,13-03-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,4,Positive,Dry,23-10-2023,Low,No
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",5,Positive,Sensitive,12-08-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Oily,16-03-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,4,Positive,Oily,25-05-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Combination,05-06-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,1,Negative,Normal,26-12-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,4,Positive,Oily,08-07-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Oily,04-08-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,4,Positive,Oily,10-10-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not bad but takes time to show effect,3,Neutral,Oily,11-05-2024,Low,No
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,2,Negative,Normal,10-02-2022,High,No
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Oily,08-10-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Dry,24-05-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Dry,16-05-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Sensitive,01-07-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Oily,12-12-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,2,Negative,Normal,15-04-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Oily,24-01-2024,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Normal,16-02-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Oily,11-11-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Normal,07-03-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,5,Positive,Normal,14-08-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Neither good nor bad,3,Neutral,Sensitive,29-11-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Combination,06-05-2024,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Combination,06-03-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Dry,15-12-2023,High,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Dry,19-08-2023,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Sensitive,07-03-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Oily,08-01-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Average results, expected more",3,Neutral,Sensitive,12-12-2023,Low,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Combination,20-06-2023,High,No
Vitamin C Serum,SkinPure,Serum,Very disappointing product,2,Negative,Normal,10-12-2023,High,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Normal,01-04-2022,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Normal,30-08-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,1,Negative,Normal,06-01-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,"Average results, expected more",3,Neutral,Oily,18-07-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,4,Positive,Dry,13-06-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Dry,22-03-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,4,Positive,Oily,17-04-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,2,Negative,Oily,12-05-2023,High,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Normal,17-08-2023,High,No
Vitamin C Serum,SkinPure,Serum,Not bad but takes time to show effect,3,Neutral,Dry,08-03-2024,High,Yes
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,1,Negative,Dry,26-01-2024,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Oily,28-04-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,2,Negative,Dry,17-09-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not bad but takes time to show effect,3,Neutral,Dry,14-04-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Combination,11-05-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Dry,24-04-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,2,Negative,Combination,14-08-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Dry,15-08-2023,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,5,Positive,Sensitive,01-06-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,4,Positive,Combination,15-01-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Sensitive,17-08-2023,High,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Oily,04-03-2023,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",5,Positive,Oily,12-03-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Sensitive,04-09-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,4,Positive,Dry,16-05-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,1,Negative,Oily,07-05-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",5,Positive,Normal,25-01-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Dry,19-03-2024,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,1,Negative,Sensitive,09-12-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Sensitive,10-02-2024,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Dry,17-03-2024,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,1,Negative,Normal,22-11-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,4,Positive,Combination,22-04-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Normal,23-12-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Combination,02-09-2022,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Dry,25-11-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,4,Positive,Combination,25-02-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Sensitive,29-05-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,5,Positive,Combination,08-04-2023,Low,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Oily,24-03-2022,High,No
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,1,Negative,Oily,18-06-2022,Low,No
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Dry,14-06-2024,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Sensitive,30-11-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,4,Positive,Sensitive,26-01-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,Very disappointing product,1,Negative,Oily,11-06-2024,High,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Normal,18-12-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Normal,01-04-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Caused irritation and redness,2,Negative,Combination,25-06-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Average results, expected more",3,Neutral,Combination,28-02-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Sensitive,20-06-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,2,Negative,Dry,09-05-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Oily,21-11-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Dry,30-07-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Combination,05-04-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Oily,19-02-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not bad but takes time to show effect,3,Neutral,Dry,05-01-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Neither good nor bad,3,Neutral,Normal,14-11-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Product is okay, nothing special",3,Neutral,Oily,20-01-2024,Mid,No
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",5,Positive,Oily,12-11-2022,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Sensitive,01-01-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,5,Positive,Dry,21-08-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,1,Negative,Oily,06-07-2023,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,4,Positive,Dry,18-05-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",5,Positive,Oily,14-11-2023,Low,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Combination,31-01-2023,High,No
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Combination,12-11-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Sensitive,30-01-2024,Mid,No
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,2,Negative,Sensitive,17-01-2024,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Oily,28-05-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,5,Positive,Combination,09-03-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Combination,01-03-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",5,Positive,Dry,24-07-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Sensitive,13-02-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,4,Positive,Normal,28-01-2024,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,1,Negative,Dry,26-09-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Average results, expected more",3,Neutral,Sensitive,03-07-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,1,Negative,Combination,20-05-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,5,Positive,Sensitive,03-08-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Combination,09-06-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",5,Positive,Oily,30-05-2022,High,No
Vitamin C Serum,SkinPure,Serum,Not bad but takes time to show effect,3,Neutral,Dry,24-02-2022,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Neither good nor bad,3,Neutral,Oily,24-10-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Dry,24-02-2024,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Normal,27-11-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,"Average results, expected more",3,Neutral,Oily,02-07-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Normal,16-10-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Average results, expected more",3,Neutral,Dry,15-04-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Dry,25-03-2024,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Oily,18-04-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Average results, expected more",3,Neutral,Combination,09-12-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,5,Positive,Normal,21-02-2024,Mid,No
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Oily,16-08-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,"Product is okay, nothing special",3,Neutral,Dry,03-08-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Oily,20-01-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Oily,03-02-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Product is okay, nothing special",3,Neutral,Oily,09-03-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,1,Negative,Normal,30-07-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Oily,30-05-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Dry,25-05-2024,Low,Yes
